variant,age,time_on_site,device,converted
B,19,94.86,Desktop,0
A,19,104.61,Mobile,0
A,42,113.27,Desktop,0
B,40,102.36,Desktop,0
A,38,116.99,Mobile,0
B,42,113.75,Desktop,0
A,44,108.37,Mobile,0
B,28,72.92,Mobile,0
B,31,80.67,Desktop,0
B,34,110.82,Desktop,0
A,32,82.85,Desktop,1
B,48,91.73,Desktop,0
A,51,123.68,Mobile,0
A,53,111.73,Mobile,0
A,57,106.8,Mobile,0
A,30,99.52,Desktop,0
B,35,121.18,Desktop,1
B,34,112.42,Desktop,0
A,56,109.1,Mobile,0
A,45,55.43,Desktop,0
B,43,100.11,Mobile,0
A,31,89.91,Desktop,0
B,54,87.94,Desktop,0
A,28,107.86,Desktop,0
A,49,106.39,Mobile,0
B,41,116.98,Desktop,0
A,48,100.63,Mobile,0
B,57,85.82,Mobile,1
A,58,84.62,Mobile,0
A,25,145.96,Mobile,0
A,56,127.66,Mobile,0
B,25,101.72,Mobile,0
A,48,72.28,Mobile,0
A,36,103.34,Mobile,1
A,53,116.36,Desktop,0
A,56,113.41,Desktop,0
B,49,113.95,Desktop,0
B,38,125.72,Desktop,0
A,40,89.79,Desktop,1
B,53,94.36,Mobile,1
A,32,124.46,Mobile,0
A,19,73.22,Mobile,0
A,29,113.91,Mobile,0
B,55,119.12,Mobile,0
B,23,100.02,Desktop,0
B,55,103.91,Mobile,0
B,18,101.23,Mobile,0
B,55,112.24,Desktop,0
B,43,52.44,Mobile,1
B,40,128.34,Desktop,0
B,18,75.04,Desktop,0
B,38,78.37,Mobile,0
A,36,81.48,Desktop,0
B,46,102.11,Desktop,0
B,43,98.14,Desktop,0
B,51,87.42,Mobile,1
B,34,96.96,Mobile,0
B,35,101.63,Desktop,0
B,49,91.99,Desktop,0
B,21,86.5,Desktop,0
B,47,119.93,Mobile,1
B,48,67.98,Desktop,1
B,35,92.93,Desktop,1
B,22,110.52,Desktop,0
A,49,110.96,Mobile,0
A,46,114.06,Desktop,0
B,29,109.49,Desktop,0
B,32,96.29,Desktop,0
A,32,76.31,Desktop,0
B,52,101.82,Desktop,0
A,52,101.41,Mobile,0
A,31,108.45,Mobile,0
A,56,87.54,Mobile,0
A,35,96.07,Desktop,1
A,55,91.79,Desktop,0
B,39,80.04,Desktop,1
A,55,111.91,Desktop,0
B,28,105.26,Desktop,0
B,20,124.68,Desktop,0
A,31,144.32,Mobile,1
A,42,94.55,Desktop,0
B,31,114.05,Desktop,0
A,48,106.18,Mobile,0
A,42,94.76,Mobile,0
B,58,99.33,Desktop,0
B,36,91.23,Desktop,0
A,29,94.97,Mobile,0
B,24,95.29,Desktop,0
A,31,104.55,Desktop,0
A,46,80.72,Mobile,1
A,31,92.3,Desktop,1
B,40,71.9,Mobile,0
B,31,101.52,Desktop,0
B,40,98.91,Desktop,1
B,25,131.95,Mobile,1
B,30,112.81,Desktop,0
A,53,99.89,Desktop,1
A,18,79.6,Mobile,0
A,54,69.42,Desktop,0
A,43,65.34,Desktop,0
B,21,120.07,Desktop,0
A,33,103.59,Desktop,0
B,42,125.32,Mobile,0
A,36,130.41,Mobile,0
B,37,99.9,Desktop,0
B,43,116.79,Desktop,0
A,49,123.74,Mobile,0
A,20,90.66,Mobile,0
A,24,110.91,Desktop,0
A,49,141.82,Desktop,0
B,22,58.56,Mobile,0
A,38,76.87,Mobile,0
A,47,99.83,Desktop,0
B,37,97.77,Mobile,0
A,46,38.84,Mobile,0
A,41,92.69,Desktop,0
A,18,79.9,Desktop,0
A,42,124.29,Mobile,0
A,44,121.0,Desktop,0
B,42,107.56,Mobile,0
A,38,128.71,Desktop,0
A,34,124.21,Desktop,1
A,45,140.66,Mobile,0
A,49,112.26,Desktop,1
A,51,103.81,Desktop,0
B,39,115.73,Desktop,0
A,59,80.02,Mobile,0
B,36,111.99,Mobile,0
B,25,87.44,Mobile,0
A,19,113.28,Desktop,0
A,22,90.78,Desktop,0
A,45,55.39,Mobile,0
A,21,124.56,Mobile,0
B,53,84.3,Desktop,0
A,18,77.35,Mobile,0
A,32,114.65,Desktop,0
A,30,109.27,Desktop,1
A,48,124.47,Desktop,0
A,34,103.56,Desktop,0
A,23,101.18,Mobile,0
B,41,92.81,Mobile,0
B,30,98.28,Desktop,1
A,38,101.4,Desktop,0
A,41,84.47,Mobile,0
A,39,94.63,Desktop,0
B,46,99.86,Mobile,1
A,41,88.72,Desktop,0
B,29,111.65,Mobile,0
A,37,104.54,Mobile,0
A,59,78.15,Desktop,0
A,51,82.53,Mobile,0
A,32,110.57,Desktop,1
B,21,102.9,Desktop,0
B,31,96.66,Mobile,0
A,18,97.24,Mobile,0
A,50,128.88,Desktop,1
B,46,93.34,Mobile,0
B,27,129.83,Desktop,0
B,53,75.11,Mobile,0
B,31,103.91,Desktop,0
A,39,128.74,Desktop,0
B,50,87.72,Desktop,1
A,45,86.6,Desktop,0
B,24,80.77,Mobile,0
B,53,89.2,Desktop,1
B,53,116.6,Mobile,0
B,58,88.69,Mobile,0
B,51,133.03,Desktop,0
A,54,116.55,Desktop,1
A,23,118.45,Desktop,0
B,52,108.14,Mobile,0
B,44,81.93,Desktop,0
A,47,104.88,Desktop,0
B,49,123.01,Mobile,0
B,36,116.83,Mobile,0
A,39,85.75,Desktop,0
B,38,93.97,Mobile,0
B,22,69.91,Desktop,0
A,38,91.31,Desktop,1
A,58,91.03,Desktop,0
A,37,101.81,Desktop,0
B,55,101.89,Mobile,0
A,48,88.25,Desktop,0
A,54,92.71,Mobile,1
A,23,81.25,Mobile,0
A,48,69.86,Desktop,0
A,41,72.92,Desktop,0
A,35,59.44,Mobile,0
B,46,135.71,Mobile,0
B,29,85.15,Mobile,0
A,29,118.61,Desktop,0
A,46,103.65,Desktop,0
A,24,76.69,Desktop,0
B,33,56.25,Desktop,1
B,29,90.88,Mobile,1
B,38,115.1,Desktop,0
B,21,95.5,Desktop,0
B,59,88.04,Desktop,0
B,34,111.7,Mobile,0
B,45,131.6,Mobile,0
B,48,92.9,Desktop,0
B,25,115.02,Mobile,1
A,43,100.65,Mobile,0
A,57,85.33,Desktop,0
A,48,108.63,Desktop,0
A,36,121.03,Mobile,0
B,24,94.08,Mobile,1
B,22,104.94,Desktop,0
A,30,49.41,Mobile,0
B,35,96.41,Mobile,0
A,35,93.55,Desktop,1
B,37,84.48,Desktop,1
A,40,118.45,Mobile,0
B,53,64.42,Mobile,0
B,57,80.36,Desktop,0
A,50,108.99,Mobile,0
B,24,125.29,Mobile,0
A,57,107.1,Mobile,0
A,22,94.77,Desktop,0
A,49,99.4,Desktop,0
A,26,96.43,Desktop,0
B,47,96.17,Mobile,0
B,49,128.4,Desktop,0
B,56,108.46,Desktop,1
A,21,95.58,Mobile,0
B,42,109.93,Mobile,0
A,39,139.97,Desktop,0
B,25,74.37,Desktop,0
B,19,73.77,Desktop,1
B,54,79.21,Desktop,0
A,52,80.23,Mobile,0
B,54,107.57,Mobile,0
B,39,80.82,Desktop,0
A,18,90.58,Desktop,0
B,56,63.62,Desktop,0
A,59,140.99,Desktop,0
B,50,94.36,Mobile,0
A,21,122.69,Mobile,0
A,26,96.11,Desktop,1
B,25,114.81,Desktop,0
A,39,101.13,Desktop,0
A,59,115.54,Desktop,0
A,38,121.77,Mobile,0
A,58,65.92,Mobile,0
A,45,85.72,Mobile,0
A,54,106.86,Desktop,0
B,19,126.09,Desktop,0
A,34,97.58,Desktop,0
A,48,84.27,Mobile,0
B,30,100.38,Desktop,0
B,35,104.38,Desktop,0
B,41,95.75,Mobile,0
B,48,126.73,Mobile,0
B,50,80.13,Desktop,0
B,48,109.1,Desktop,0
B,44,78.2,Desktop,0
A,53,85.99,Mobile,0
A,38,85.24,Desktop,0
B,22,89.58,Mobile,0
A,28,113.36,Mobile,1
A,51,79.57,Desktop,0
A,51,117.06,Mobile,0
B,20,94.18,Desktop,0
B,23,113.37,Desktop,0
A,37,95.48,Mobile,0
B,21,113.74,Desktop,0
A,54,114.52,Mobile,0
A,56,86.38,Mobile,1
A,24,134.34,Desktop,0
A,34,87.64,Desktop,0
B,55,86.23,Desktop,0
B,53,97.26,Mobile,0
B,51,109.84,Desktop,0
A,23,73.51,Mobile,0
B,56,120.96,Desktop,0
A,19,105.69,Mobile,0
B,35,121.7,Mobile,1
A,59,108.28,Mobile,0
A,44,112.15,Mobile,0
A,56,99.35,Mobile,0
B,58,106.88,Mobile,0
B,36,116.6,Desktop,0
B,49,88.0,Mobile,0
B,41,100.55,Desktop,0
A,51,74.11,Mobile,0
B,42,79.72,Desktop,0
B,41,95.61,Desktop,0
A,42,115.06,Mobile,0
A,29,106.89,Mobile,0
A,47,101.98,Desktop,0
B,23,115.12,Mobile,0
A,47,99.47,Mobile,0
A,50,97.73,Desktop,0
A,32,109.73,Mobile,1
B,46,101.03,Mobile,1
A,31,59.84,Mobile,0
B,42,84.81,Desktop,0
B,22,97.82,Mobile,0
A,19,115.74,Mobile,0
A,33,98.02,Desktop,0
B,56,104.97,Desktop,1
A,55,113.37,Mobile,0
A,34,109.57,Desktop,0
B,48,93.18,Desktop,0
B,18,113.0,Desktop,0
A,23,108.95,Desktop,0
B,48,87.98,Desktop,0
A,23,92.14,Mobile,0
A,53,108.26,Mobile,0
A,25,97.05,Desktop,0
B,46,97.36,Mobile,0
A,26,136.57,Desktop,0
A,39,99.31,Mobile,0
A,27,88.59,Desktop,0
B,41,96.87,Mobile,1
B,57,127.67,Desktop,0
B,19,80.77,Mobile,0
B,37,102.54,Mobile,0
B,34,81.95,Mobile,0
A,50,133.02,Desktop,0
B,31,122.71,Desktop,0
B,49,111.65,Mobile,0
B,54,95.8,Mobile,0
A,41,93.7,Mobile,0
B,58,89.38,Mobile,0
B,37,70.95,Desktop,1
A,23,71.23,Desktop,0
B,50,94.41,Mobile,0
A,45,129.75,Desktop,0
A,28,72.3,Mobile,0
A,53,84.79,Desktop,0
A,37,79.77,Desktop,0
A,23,101.41,Desktop,0
B,25,123.01,Mobile,0
A,36,108.34,Mobile,1
A,32,103.93,Mobile,1
B,39,112.78,Desktop,0
A,19,89.37,Mobile,0
B,45,112.51,Mobile,0
B,53,63.49,Mobile,0
B,53,102.4,Mobile,0
A,35,114.11,Mobile,0
A,29,85.65,Mobile,0
A,36,78.7,Mobile,0
B,43,97.67,Desktop,0
A,42,98.19,Desktop,0
A,45,129.56,Mobile,0
A,32,113.55,Mobile,0
B,27,115.59,Desktop,1
B,56,133.49,Desktop,0
A,51,110.69,Desktop,0
A,30,96.74,Mobile,0
A,33,122.69,Mobile,0
A,57,35.0,Mobile,0
B,48,115.11,Mobile,0
B,18,89.31,Mobile,0
B,40,115.74,Mobile,0
B,31,100.89,Mobile,0
A,56,112.51,Mobile,0
A,47,81.57,Desktop,0
A,59,104.65,Desktop,0
B,37,110.28,Desktop,0
A,42,101.09,Mobile,0
B,28,82.36,Mobile,0
B,43,97.73,Mobile,0
A,38,131.51,Mobile,0
A,22,66.06,Mobile,0
A,24,59.83,Mobile,0
B,29,86.84,Mobile,1
A,19,110.29,Mobile,1
B,56,82.74,Mobile,1
A,38,98.62,Desktop,0
B,49,103.79,Mobile,0
B,22,74.79,Desktop,0
A,44,101.58,Mobile,0
B,48,104.47,Mobile,0
B,29,84.41,Mobile,1
A,53,99.54,Mobile,0
B,38,103.91,Desktop,0
A,36,98.91,Mobile,0
B,20,68.7,Desktop,0
A,34,106.09,Mobile,0
A,47,113.32,Mobile,0
B,53,130.19,Mobile,0
B,26,118.37,Mobile,0
B,51,92.81,Desktop,0
B,46,78.96,Mobile,0
B,27,89.79,Mobile,0
A,26,90.2,Desktop,1
B,57,90.73,Desktop,0
A,28,76.56,Desktop,0
A,36,114.32,Desktop,0
B,39,92.01,Mobile,0
A,39,92.93,Mobile,0
A,33,85.85,Desktop,0
A,34,116.15,Mobile,0
A,57,116.68,Mobile,0
B,24,126.89,Desktop,0
A,48,103.54,Mobile,0
B,21,51.65,Desktop,0
B,46,98.2,Desktop,0
A,24,90.09,Mobile,0
B,47,92.89,Mobile,0
B,20,137.05,Mobile,0
B,42,120.92,Mobile,0
A,51,90.59,Mobile,0
B,50,133.2,Mobile,0
B,48,96.44,Desktop,0
B,41,60.19,Desktop,0
A,55,73.54,Desktop,0
B,21,76.77,Desktop,0
A,27,102.13,Desktop,1
A,42,48.93,Mobile,0
A,54,92.42,Mobile,0
A,18,76.16,Mobile,0
A,34,100.68,Desktop,0
A,24,97.77,Mobile,0
B,31,82.77,Desktop,0
A,18,61.77,Desktop,0
B,23,85.33,Desktop,0
B,56,110.09,Desktop,1
A,27,127.45,Mobile,0
B,38,99.23,Mobile,0
B,20,117.25,Mobile,0
B,36,127.4,Mobile,0
B,45,101.13,Mobile,0
A,19,128.65,Desktop,0
B,44,119.36,Mobile,0
A,49,109.57,Mobile,0
B,29,142.64,Mobile,0
B,18,122.01,Desktop,0
A,57,112.98,Desktop,0
B,46,103.7,Desktop,0
B,26,82.5,Desktop,0
B,35,98.07,Desktop,0
A,53,100.81,Mobile,0
B,33,84.15,Desktop,0
A,52,93.07,Desktop,0
B,53,110.18,Desktop,0
A,21,114.32,Mobile,0
A,57,91.79,Desktop,0
B,52,81.35,Desktop,0
B,36,108.34,Desktop,0
A,23,117.62,Desktop,0
A,48,71.44,Desktop,0
B,44,102.91,Mobile,1
A,20,92.75,Desktop,0
B,53,121.79,Desktop,0
B,53,193.89,Mobile,0
B,19,63.74,Desktop,0
B,54,131.02,Mobile,1
A,32,80.44,Mobile,0
B,54,123.55,Mobile,0
A,40,104.2,Desktop,1
B,23,102.44,Desktop,0
A,50,96.88,Mobile,0
B,22,78.86,Desktop,0
A,38,99.14,Mobile,0
A,45,93.05,Desktop,0
B,38,133.49,Mobile,1
B,41,90.72,Mobile,0
B,45,116.35,Desktop,0
B,28,93.85,Mobile,0
A,39,122.44,Desktop,0
B,51,56.85,Desktop,0
A,54,86.28,Desktop,0
A,58,90.41,Mobile,0
B,34,81.67,Desktop,0
A,32,136.48,Desktop,0
A,46,129.01,Desktop,0
A,51,131.34,Mobile,0
A,58,61.58,Mobile,0
B,39,97.91,Desktop,0
B,44,89.57,Desktop,1
B,55,90.05,Mobile,0
B,32,63.02,Mobile,0
A,38,106.77,Desktop,0
A,21,127.84,Desktop,0
B,35,105.54,Mobile,0
B,24,32.43,Desktop,0
B,33,100.46,Mobile,0
A,52,97.22,Mobile,0
B,29,110.09,Desktop,0
B,24,109.77,Desktop,0
B,58,72.37,Desktop,0
A,27,94.5,Mobile,0
A,18,123.98,Desktop,0
A,29,86.07,Desktop,0
A,44,98.71,Desktop,0
A,45,123.77,Desktop,0
A,35,116.41,Mobile,0
A,18,123.42,Desktop,0
A,40,101.97,Mobile,0
B,56,113.15,Mobile,0
B,34,119.49,Desktop,0
A,59,109.49,Mobile,0
A,18,87.74,Desktop,0
B,55,92.27,Desktop,0
A,21,124.07,Desktop,0
A,32,124.85,Mobile,0
A,38,89.64,Desktop,0
B,38,116.71,Mobile,0
B,39,106.39,Mobile,0
B,31,75.51,Mobile,1
B,52,115.67,Mobile,0
B,21,71.63,Desktop,1
A,52,71.62,Desktop,0
B,49,85.79,Desktop,1
A,45,88.81,Desktop,0
A,29,84.75,Desktop,0
B,47,100.79,Mobile,0
B,26,53.71,Mobile,0
A,36,75.79,Desktop,0
A,33,90.72,Desktop,0
A,47,95.35,Desktop,0
B,18,121.66,Desktop,0
B,40,133.21,Mobile,0
B,29,104.45,Mobile,0
B,22,133.56,Mobile,1
B,37,67.33,Mobile,0
A,20,101.39,Mobile,0
B,19,116.47,Mobile,0
A,37,53.36,Desktop,0
A,19,104.08,Desktop,0
A,57,91.47,Desktop,0
B,52,110.13,Mobile,0
B,21,110.22,Mobile,0
B,53,90.25,Mobile,0
A,57,81.06,Mobile,0
A,23,104.51,Desktop,0
A,31,86.42,Desktop,0
A,32,136.58,Desktop,0
A,54,86.87,Mobile,0
A,50,93.85,Desktop,0
B,36,96.43,Mobile,0
B,29,109.8,Mobile,0
B,26,111.42,Mobile,0
B,36,120.62,Mobile,0
A,49,97.97,Desktop,1
A,45,87.93,Desktop,1
B,45,74.83,Desktop,0
A,48,94.47,Mobile,0
B,53,96.56,Mobile,0
B,30,120.89,Desktop,0
B,59,134.86,Mobile,0
A,50,122.25,Mobile,0
B,59,96.57,Desktop,0
B,35,39.83,Desktop,0
B,46,92.33,Mobile,0
A,56,96.92,Desktop,0
A,25,101.21,Desktop,1
B,39,115.71,Mobile,0
A,18,89.58,Desktop,0
A,48,103.96,Desktop,0
A,37,95.41,Desktop,0
A,53,123.55,Desktop,0
A,40,110.52,Desktop,0
A,34,104.41,Desktop,1
A,27,90.95,Desktop,1
A,26,98.11,Mobile,0
A,34,135.42,Mobile,0
A,20,100.89,Desktop,0
B,50,77.68,Desktop,0
B,18,128.67,Desktop,1
A,37,127.8,Desktop,0
B,19,83.76,Desktop,1
B,33,111.03,Desktop,0
A,26,107.08,Desktop,1
A,31,62.76,Mobile,0
A,18,105.98,Desktop,0
B,52,93.12,Mobile,0
B,35,113.5,Desktop,0
A,18,121.1,Desktop,0
A,22,117.37,Mobile,0
A,28,64.28,Desktop,0
B,55,125.78,Mobile,0
B,41,73.13,Mobile,0
B,56,89.42,Desktop,1
B,49,92.61,Mobile,1
A,33,133.22,Desktop,0
A,20,99.53,Desktop,0
A,25,120.55,Mobile,0
A,49,93.73,Mobile,0
B,39,102.43,Mobile,0
B,34,105.0,Desktop,1
A,44,104.76,Mobile,0
A,20,127.03,Mobile,0
B,43,90.1,Desktop,0
A,52,101.63,Desktop,1
B,30,142.14,Desktop,0
A,34,147.01,Desktop,0
A,47,70.42,Desktop,0
A,46,106.36,Desktop,0
A,31,110.76,Mobile,0
A,47,97.29,Desktop,0
A,54,96.93,Desktop,0
A,55,123.2,Mobile,0
B,26,127.9,Desktop,0
B,49,91.96,Mobile,0
B,21,131.42,Mobile,1
B,23,68.17,Mobile,0
B,18,95.04,Mobile,0
A,42,106.0,Desktop,0
A,57,89.68,Desktop,0
B,55,136.33,Mobile,0
A,20,101.53,Desktop,0
B,38,73.07,Desktop,1
B,31,101.15,Mobile,0
A,47,119.71,Mobile,0
A,19,102.12,Desktop,0
A,39,113.4,Desktop,0
B,30,108.3,Desktop,0
A,42,92.31,Mobile,0
B,28,128.03,Mobile,0
B,27,67.56,Mobile,0
B,54,73.37,Desktop,0
A,42,62.07,Mobile,0
A,52,108.58,Mobile,0
B,36,77.71,Mobile,0
A,45,78.22,Mobile,0
A,59,73.16,Desktop,0
A,27,88.81,Mobile,0
B,32,78.25,Mobile,0
B,49,131.8,Desktop,1
A,20,92.29,Desktop,0
B,41,95.63,Desktop,0
A,27,107.26,Mobile,0
A,47,92.35,Desktop,0
A,58,89.08,Desktop,0
A,50,93.41,Desktop,0
B,42,113.27,Desktop,0
B,56,110.65,Mobile,0
B,56,100.59,Mobile,0
A,42,55.05,Desktop,0
A,55,92.0,Desktop,0
A,29,88.55,Desktop,0
B,21,134.48,Desktop,1
A,45,97.05,Mobile,0
B,37,129.58,Desktop,0
B,27,94.87,Mobile,1
B,48,124.51,Mobile,0
B,36,93.53,Mobile,0
B,19,77.94,Desktop,0
B,21,90.49,Desktop,0
A,32,70.13,Desktop,0
A,55,107.88,Desktop,0
B,50,84.96,Desktop,0
B,35,123.43,Desktop,0
A,57,110.25,Mobile,0
B,49,87.23,Desktop,0
B,49,72.9,Desktop,0
A,30,79.73,Mobile,0
B,33,134.43,Desktop,0
B,50,68.81,Mobile,1
B,51,76.38,Desktop,0
A,31,47.99,Desktop,0
A,19,98.1,Desktop,0
A,30,105.83,Desktop,0
B,46,100.57,Desktop,0
B,59,130.85,Mobile,0
A,51,98.36,Desktop,0
B,34,113.05,Desktop,0
B,20,138.51,Desktop,1
B,47,115.41,Mobile,0
B,21,126.78,Desktop,0
B,48,101.43,Mobile,0
A,22,97.49,Mobile,0
B,19,115.98,Desktop,1
A,21,95.21,Mobile,0
B,55,95.08,Mobile,0
A,44,83.55,Desktop,1
B,44,107.56,Desktop,0
A,32,65.82,Desktop,0
B,56,66.62,Desktop,0
A,55,116.0,Desktop,0
B,31,106.37,Mobile,0
A,35,68.23,Mobile,0
B,46,87.7,Desktop,0
A,24,90.65,Mobile,0
A,55,83.25,Desktop,0
B,41,122.76,Mobile,0
B,55,117.06,Desktop,1
A,23,97.84,Mobile,0
B,37,139.08,Mobile,0
A,59,76.09,Mobile,0
A,53,95.16,Desktop,0
A,27,99.66,Desktop,0
B,39,89.84,Desktop,0
A,50,49.65,Desktop,0
A,40,82.08,Desktop,0
B,58,132.0,Mobile,0
B,59,107.16,Mobile,0
B,21,116.78,Mobile,0
B,38,132.59,Desktop,1
A,30,75.22,Desktop,0
A,59,134.81,Desktop,0
A,30,91.42,Desktop,0
A,29,113.32,Desktop,0
B,41,119.97,Desktop,0
A,52,92.62,Desktop,0
A,36,97.99,Desktop,0
B,26,97.75,Mobile,0
A,30,77.53,Desktop,0
A,39,83.14,Desktop,0
A,57,103.53,Mobile,0
A,53,64.0,Mobile,0
A,45,93.77,Desktop,0
A,58,96.1,Mobile,0
B,24,88.5,Desktop,0
B,47,125.2,Desktop,0
A,48,112.16,Mobile,0
A,28,101.3,Mobile,0
B,47,132.14,Mobile,0
A,32,103.94,Desktop,0
A,30,83.33,Mobile,0
A,52,97.98,Mobile,0
B,52,87.88,Mobile,1
A,37,83.46,Desktop,0
B,40,106.98,Mobile,0
A,54,130.37,Mobile,0
B,37,121.33,Mobile,0
B,36,95.55,Desktop,0
A,35,106.13,Desktop,0
B,21,89.74,Mobile,1
A,25,121.0,Desktop,0
B,47,108.17,Desktop,0
A,37,98.03,Desktop,0
A,25,121.94,Mobile,0
B,22,100.48,Mobile,0
A,58,86.11,Mobile,0
A,51,134.07,Desktop,0
B,57,99.81,Mobile,0
A,24,87.99,Mobile,0
A,39,109.0,Desktop,0
B,26,54.17,Desktop,0
B,28,105.54,Desktop,1
A,29,134.41,Mobile,0
A,25,124.35,Desktop,0
B,49,120.89,Mobile,0
B,34,112.75,Desktop,0
A,43,123.8,Desktop,0
B,50,92.78,Desktop,0
A,43,113.75,Desktop,0
A,39,108.35,Desktop,0
A,20,121.28,Mobile,0
A,48,76.06,Desktop,0
A,31,108.65,Mobile,0
B,35,106.53,Mobile,1
B,51,122.1,Mobile,0
B,57,63.6,Mobile,0
B,34,97.75,Mobile,0
A,58,90.92,Mobile,0
A,29,95.63,Mobile,1
A,56,128.47,Mobile,0
A,50,148.47,Desktop,0
B,49,131.49,Mobile,0
A,38,100.67,Mobile,0
A,31,79.67,Mobile,0
B,19,111.61,Mobile,0
B,24,137.37,Mobile,0
B,32,100.23,Desktop,0
B,48,137.13,Desktop,0
A,45,56.5,Mobile,0
A,58,114.65,Desktop,0
B,25,114.32,Mobile,0
A,24,127.14,Desktop,0
A,53,100.75,Desktop,0
A,27,87.78,Mobile,0
B,56,124.22,Mobile,0
A,47,35.85,Desktop,0
B,57,76.83,Mobile,0
A,58,98.61,Desktop,0
A,58,100.83,Desktop,0
A,22,131.77,Desktop,0
B,38,127.42,Mobile,0
A,23,98.08,Mobile,1
B,33,64.93,Mobile,0
B,33,99.6,Desktop,0
B,41,93.85,Mobile,0
A,36,82.6,Desktop,0
A,36,85.84,Desktop,0
A,54,112.61,Desktop,0
A,50,92.72,Desktop,1
B,22,103.86,Desktop,0
B,26,76.69,Desktop,0
B,38,102.92,Desktop,0
A,24,115.98,Mobile,1
B,59,121.05,Mobile,0
A,42,124.06,Desktop,0
B,38,82.11,Mobile,0
A,30,123.07,Mobile,1
A,38,71.71,Mobile,0
B,27,44.48,Mobile,0
B,41,98.63,Mobile,0
B,44,123.04,Desktop,0
B,50,76.62,Mobile,1
A,43,85.92,Desktop,1
B,53,84.68,Desktop,1
B,34,134.65,Mobile,1
B,38,120.23,Desktop,1
A,19,104.45,Desktop,0
A,32,78.13,Desktop,0
B,19,87.17,Mobile,0
A,24,133.04,Mobile,0
B,53,100.37,Desktop,0
A,49,99.52,Mobile,0
A,20,104.39,Mobile,0
A,20,94.58,Mobile,0
A,50,122.87,Mobile,0
B,42,100.12,Mobile,0
B,54,80.56,Mobile,0
B,53,90.68,Mobile,0
A,52,90.27,Desktop,0
B,36,96.74,Mobile,0
B,36,102.43,Desktop,0
B,50,81.39,Mobile,0
A,35,72.14,Desktop,0
A,44,104.22,Mobile,0
A,47,115.71,Mobile,0
B,48,98.14,Desktop,0
B,56,96.23,Mobile,0
B,20,101.73,Mobile,0
A,39,96.8,Mobile,0
A,27,88.22,Mobile,0
B,25,87.0,Desktop,0
A,51,107.25,Mobile,0
A,59,85.41,Desktop,0
A,35,65.43,Desktop,0
A,29,102.64,Desktop,0
B,49,107.63,Desktop,0
A,19,127.18,Mobile,0
A,34,94.74,Mobile,0
A,29,86.98,Mobile,1
A,24,97.59,Desktop,1
B,32,96.03,Desktop,1
B,19,102.76,Desktop,0
A,44,60.99,Desktop,0
A,43,85.22,Desktop,0
A,42,94.17,Desktop,0
A,29,120.77,Mobile,1
A,34,124.65,Mobile,0
A,18,106.1,Mobile,0
B,48,90.04,Desktop,0
A,57,107.9,Mobile,0
B,22,123.05,Mobile,0
B,45,77.54,Desktop,0
A,45,90.31,Mobile,1
B,25,82.87,Desktop,0
B,31,134.61,Mobile,1
B,23,89.53,Desktop,0
B,35,55.12,Desktop,0
B,54,108.75,Mobile,0
B,27,120.62,Mobile,0
A,52,62.25,Desktop,0
B,52,111.58,Desktop,0
B,34,68.76,Desktop,0
B,44,96.71,Mobile,0
A,41,119.0,Desktop,0
B,27,116.8,Desktop,0
A,34,125.4,Desktop,1
B,50,89.34,Mobile,0
A,50,102.53,Mobile,0
A,34,102.84,Desktop,0
B,35,82.25,Desktop,0
B,55,95.54,Desktop,1
A,24,99.46,Mobile,0
B,43,119.69,Mobile,0
A,18,105.05,Mobile,0
A,28,119.32,Mobile,0
A,27,115.99,Desktop,0
A,48,64.19,Mobile,0
A,42,102.38,Desktop,0
B,18,108.93,Desktop,0
A,20,105.9,Desktop,1
A,18,105.08,Desktop,0
B,24,78.16,Mobile,0
A,31,93.09,Mobile,0
B,40,111.95,Mobile,1
B,34,102.49,Mobile,0
B,31,130.94,Desktop,0
A,26,128.44,Desktop,0
A,38,122.2,Desktop,0
A,19,108.82,Mobile,1
B,49,77.42,Desktop,1
A,25,77.71,Mobile,0
B,53,83.01,Mobile,0
A,43,85.68,Desktop,0
B,54,122.96,Mobile,0
A,32,98.42,Mobile,0
A,51,122.35,Mobile,0
A,38,106.44,Mobile,0
B,40,80.24,Mobile,0
B,26,119.83,Desktop,0
A,57,105.0,Desktop,0
A,43,138.68,Mobile,0
B,39,106.42,Mobile,0
B,30,75.85,Desktop,0
B,42,99.33,Mobile,1
A,24,80.57,Mobile,0
B,44,71.55,Mobile,0
A,32,71.97,Mobile,0
B,29,111.23,Mobile,0
A,50,100.4,Mobile,0
B,38,59.27,Desktop,0
B,42,86.64,Mobile,0
B,57,126.99,Desktop,0
B,39,105.72,Desktop,0
B,31,65.53,Desktop,0
A,25,85.23,Desktop,0
B,41,114.03,Desktop,1
B,20,86.74,Desktop,0
B,29,99.37,Mobile,0
A,39,81.94,Desktop,0
B,33,128.97,Mobile,0
A,24,72.34,Desktop,0
B,35,58.78,Mobile,0
B,40,111.5,Mobile,0
A,43,98.45,Mobile,0
B,55,140.24,Desktop,0
A,19,112.26,Desktop,0
A,19,105.19,Desktop,0
B,39,100.73,Desktop,0
A,55,90.76,Mobile,0
B,59,83.58,Desktop,0
B,45,87.38,Mobile,0
A,34,116.62,Desktop,1
A,35,88.57,Desktop,0
A,19,125.37,Mobile,0
A,52,111.89,Mobile,0
B,32,65.03,Mobile,0
B,32,99.97,Desktop,0
A,51,70.38,Desktop,0
